SMILES,docking_score_kcal_mol,selectivity_note
O=C(NCC1CCN(c2cncc(-c3nn[nH]n3)n2)CC1)c1ccn2nnnc2c1,-7.276,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1C(=O)c1cc(-c2nn[nH]n2)c[nH]1,-7.115,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCCN1c1cncc(-c2nn[nH]n2)n1)c1nc2ncccn2n1,-7.912,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nn[nH]c1C(=O)NC[C@@H]1COCCN1C(=O)c1c[nH]c(-c2nn[nH]n2)c1,-7.262,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cccnc1-n1ccnn1,-7.549,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1C(=O)c1c[nH]c(-c2nn[nH]n2)c1,-7.367,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)c1cnnc(O)c1,-7.381,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1C[C@H]2CC[C@@H]1N2c1cncc(-c2nn[nH]n2)n1,-7.538,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1)c1ncccc1O,-7.635,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1C(=O)c1cc(-c2nn[nH]n2)c[nH]1)c1ccnc2[nH]nnc12,-7.209,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c(C(=O)NC[C@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)nnn1C,-7.34,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]c(C(=O)NC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2O)n1,-7.216,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.909,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cnn[nH]1)[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.471,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CC[C@@H](NC(=O)c2cc(-c3nn[nH]n3)c[nH]2)C1)c1cnnc(O)c1,-7.262,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1cncc(C(=O)NC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)CCO2)n1,-7.205,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@@H]2[C@H](CCN2c2cncc3c2N=NNN=N3)N1,-7.805,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@@H]1NC(=O)c1ccc(O)nn1,-7.308,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc2nnc(O)n2c1)N1CC[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.576,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]nc1C(=O)NC[C@H]1COCCN1C(=O)c1c[nH]c(-c2nn[nH]n2)c1,-7.119,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)N[C@H]2CC[C@H](CNc3cncc(-c4nn[nH]n4)n3)CC2)n1,-7.021,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.204,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NCC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCS1(=O)=O,-7.439,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NCC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1,-7.194,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1nnn(C)n1)[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@@H]1O,-7.376,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cccc2ncnn12,-7.764,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1[C@@H](NC(=O)c2cccn3nnnc23)CCN1c1cncc(-c2nn[nH]n2)n1,-7.064,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cc(-n2ccnn2)ccn1,-7.463,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)c1ccnc2[nH]nnc12,-7.609,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1nnc(C(=O)NC[C@H]2COCCN2c2ccnc(-c3nn[nH]n3)n2)n1,-7.547,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1nc2ncccn2n1,-7.106,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc(-c2nn[nH]n2)[nH]1)N1CC[C@@H]2[C@H](CCN2c2cncc(-c3nn[nH]n3)n2)C1,-7.776,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.603,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ccc(-c2nn[nH]n2)nn1)C12CCCN(CCC1)C2,-7.353,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cnnc(O)c1,-7.194,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1,-7.467,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1c[nH]c(-c2nn[nH]n2)c1,-7.04,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NCC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCS1(=O)=O,-7.296,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CC[C@@H]1NC(=O)c1nc2ncccn2n1,-7.62,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1cc(C(=O)NCC[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)C2)c(O)nc1=O,-7.456,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.619,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1ccnc2[nH]nnc12,-7.402,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ccnc(-c2nn[nH]n2)n1)c1cnc2[nH]c(O)nc2c1,-7.631,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1nc2ncccn2n1,-7.383,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)c1nc2ncccn2n1,-7.817,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1)c1cnnc(O)c1,-7.557,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1cnc2[nH]nnc2c1,-7.852,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O)c1ccnc2[nH]nnc12,-7.961,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccnc(-n2ccnc2)c1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.312,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnnc(O)c1,-7.252,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-7.631,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)[C@@H]1CCc2nn[nH]c2C1,-7.201,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1c[nH]c(-c2nn[nH]n2)c1,-7.047,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2[C@@H]1CCCN2C(=O)c1cc(-c2nn[nH]n2)c[nH]1)c1ncccc1O,-7.576,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1)c1ncccc1O,-7.729,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
COc1cc(C(=O)N[C@@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@@H]2O)ccn1,-7.079,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C[C@@H]1CCN(C(=O)c2ccc(-c3nn[nH]n3)[nH]2)C1)c1ccnc(-c2nn[nH]n2)n1,-7.381,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1ncccc1O,-7.106,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]21)[C@H]1CCCN1,-7.153,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]21)c1ncccc1O,-7.804,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
C[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1NC(=O)c1ccnc2[nH]nnc12,-7.141,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)[C@H]1CCc2nn[nH]c2C1,-7.479,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CC[C@@H]1C,-7.857,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ccc(-c2nn[nH]n2)nn1)c1c[nH]nc1[C@H]1CCOC1,-7.461,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1cnn2c(=O)cc[nH]c12,-8.216,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O)c1ccnc2[nH]nnc12,-7.589,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)[C@@H]1Cc2cccnc2C1,-7.303,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)[C@H]1C,-7.081,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)[C@@H]1CCc2nn[nH]c2C1,-7.344,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CC[C@H]1C,-7.243,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1,-7.471,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1c[nH]c(-c2nn[nH]n2)c1)[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.248,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)[C@@H]1CCc2nn[nH]c2C1,-7.536,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nnc(CC(=O)N[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@H]2C)o1,-7.281,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.336,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1nc2ncccn2n1)N1CC[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.676,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnc2[nH]nnc2c1,-7.033,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnn2ncccc12)N1CC[C@H]2OCCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.312,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc(-c2nn[nH]n2)[nH]1)N1CC(O)(CNC(=O)[C@@]2(F)CCOC2)C1,-7.24,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1c[nH]c(-c2nn[nH]n2)c1)N1CC[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-8.253,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1ncc2n1CCCC2,-7.068,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCCCN1c1cncc(-c2nn[nH]n2)n1)c1ccn2nnnc2c1,-7.545,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cn(C2CCOCC2)nn1)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.182,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1ccnc2[nH]nnc12,-7.45,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cc(-n2ccnc2)ccn1,-7.571,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1C[C@@H]2CN(c3cncc(-c4nn[nH]n4)n3)C[C@@H]2C1)c1ncccc1O,-7.452,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N1CC[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.809,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)NC[C@H]1COCCN1c1ccnc(-c2nn[nH]n2)n1,-7.031,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1noc(C)c1C(=O)NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)C[C@H]1O,-7.42,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1ccnc2[nH]nnc12,-7.73,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cc(-n2cncn2)ccn1,-7.418,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1C(=O)N[C@@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)[C@H]1C,-7.555,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN1C[C@H](C(=O)NC[C@H]2CCCN(c3cncc(-c4nn[nH]n4)n3)C2)NC1=O,-7.493,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1nnc(O)nc1O)N1CC[C@H]2OCCN(c3ncccc3-c3nn[nH]n3)[C@H]2C1,-7.324,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N1C[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@@]2(C)C1,-7.556,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CC(C)n1cc(C(=O)NC[C@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]2O)nn1,-7.52,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NCC(=O)N1CC[C@H]2CCN(c3ccnc(-c4nn[nH]n4)n3)[C@H]2C1)c1ncccc1O,-7.936,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cnc2[nH]c(O)nc2c1,-7.606,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O)c1nc[nH]c2nccc1-2,-7.499,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccc(C(=O)NC[C@@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@H]2O)c(O)n1,-7.504,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cc(-c2nn[nH]n2)c[nH]1)N1CC[C@H]2[C@H](CCN2c2cncc(-c3nn[nH]n3)n2)C1,-7.626,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cnc2[nH]c(O)nc2c1,-7.679,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CCCN(c2cncc(-c3nn[nH]n3)n2)C1)c1cncc(-n2ccnn2)c1,-7.446,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1C,-7.049,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1cncc(-n2ccnn2)c1,-7.292,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@]1(O)CCN(c2ncccc2-c2nn[nH]n2)C1)c1cnc2[nH]c(O)nc2c1,-7.106,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ncccc1O)N1CCN(c2cncc(-c3nn[nH]n3)n2)CC1,-7.235,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)c1cnc2[nH]nnc2c1,-7.524,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(Cc1nnc2c(=O)[nH]ccn12)C(=O)c1ccnc2[nH]nnc12,-7.128,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1ccnc(C(=O)NC[C@H]2COCCN2c2cncc(-c3nn[nH]n3)n2)n1,-7.476,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)C[C@H]1O,-7.863,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1ccc2nnc(O)n2c1)N1CC[C@@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@H]2C1,-7.674,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ncccc1-c1nn[nH]n1)[C@H]1CCc2nn[nH]c2C1,-7.159,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1nnc(O)nc1O)C1CN(c2ccnc(-c3nn[nH]n3)n2)C1,-7.11,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@@H]1C[C@H]2CC[C@@H]1N2c1cncc(-c2nn[nH]n2)n1)c1cnc2[nH]c(O)nc2c1,-7.921,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCCN1c1cnc(-c2nn[nH]n2)cn1)[C@H]1CCc2nn[nH]c2C1,-7.909,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1[C@@H]2CN(c3ccnc(-c4nn[nH]n4)n3)C[C@@H]21)c1ccn2nnnc2c1,-7.716,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1c[nH]nc1C(=O)NC[C@H]1CN(c2cncc(-c3nn[nH]n3)n2)CCO1,-7.116,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
CN(C(=O)c1cn(C)c(=O)cn1)[C@H]1CN(c2ncccc2-c2nn[nH]n2)C[C@@H]1O,-7.265,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1n[nH]c(C)c1C(=O)NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1,-7.057,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CCO1)c1ccnc2[nH]nnc12,-7.787,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)[C@@H]1OCCO[C@@H]1C(F)(F)F,-7.179,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1COCCN1c1ncccc1-c1nn[nH]n1)[C@H]1CCc2nn[nH]c2C1,-7.037,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ccnc(-c2nn[nH]n2)n1)c1nc2ncccn2n1,-7.699,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nn[nH]c1C(=O)N[C@H]1CN(c2ccnc(-c3nn[nH]n3)n2)CC[C@@H]1C,-7.519,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1ccc(-c2nn[nH]n2)nn1)c1ccnc2[nH]nnc12,-8.276,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccnc2[nH]nnc12,-7.264,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1CCN(c2cncc(-c3nn[nH]n3)n2)C1)c1ccn2nnnc2c1,-7.971,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@@H]1COCCN1c1cncc(-c2nn[nH]n2)n1)c1c[nH]c(-c2nn[nH]n2)c1,-7.048,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cc1nonc1CC(=O)N[C@H]1CCCN(c2ccnc(-c3nn[nH]n3)n2)C1,-7.103,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(N[C@H]1CC[C@H](NC(=O)[C@@H]2CCc3nn[nH]c3C2)CC1)c1ccc(-c2nn[nH]n2)[nH]1,-7.045,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
Cn1c(=O)ccn(CC(=O)N[C@H]2CC[C@@H](CNC(=O)c3ccc(-c4nn[nH]n4)[nH]3)C2)c1=O,-7.761,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(NC[C@H]1CCN(c2ccnc(-c3nn[nH]n3)n2)C1)c1nccn2ccnc12,-7.433,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
O=C(c1cnc2[nH]nnc2c1)N1CC[C@H]2CCN(c3cncc(-c4nn[nH]n4)n3)[C@@H]2C1,-7.736,молекула не найдена в ChEMBL (новая) — посторонняя активность неизвестна
